height_in_a,weight_lb_a,reach_in_a,age_a,slpm_a,str_acc_dec_a,sapm_a,str_def_dec_a,td_avg_a,td_acc_dec_a,td_def_dec_a,sub_avg_a,height_in_b,weight_lb_b,reach_in_b,age_b,slpm_b,str_acc_dec_b,sapm_b,str_def_dec_b,td_avg_b,td_acc_dec_b,td_def_dec_b,sub_avg_b,hist_fights_a,hist_wins_a,hist_losses_a,hist_win_rate_a,hist_strike_acc_a,hist_td_acc_a,hist_sub_avg_a,hist_ctrl_avg_a,hist_finish_rate_a,hist_fights_b,hist_wins_b,hist_losses_b,hist_win_rate_b,hist_strike_acc_b,hist_td_acc_b,hist_sub_avg_b,hist_ctrl_avg_b,hist_finish_rate_b,height_in_diff,weight_lb_diff,reach_in_diff,age_diff,slpm_diff,str_acc_dec_diff,sapm_diff,str_def_dec_diff,td_avg_diff,td_acc_dec_diff,td_def_dec_diff,sub_avg_diff,hist_fights_diff,hist_wins_diff,hist_losses_diff,hist_win_rate_diff,hist_strike_acc_diff,hist_td_acc_diff,hist_sub_avg_diff,hist_ctrl_avg_diff,hist_finish_rate_diff,stance_a_Orthodox,stance_a_Sideways,stance_a_Southpaw,stance_a_Switch,stance_a_Unknown,stance_b_Orthodox,stance_b_Sideways,stance_b_Southpaw,stance_b_Switch,stance_b_Unknown,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Other,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,target
74.0,185.0,79.0,30.0,2.0,0.44,2.41,0.55,1.34,0.31,0.33,0.2,69.0,185.0,76.0,40.0,4.38,0.43,4.32,0.51,1.0,0.37,0.42,0.0,2,1,1,0.5,0.6136363636363636,0.0,0.0,337.5,0.0,2,1,1,0.5,0.4340753424657534,0.5,0.0,159.5,0.0,5.0,0.0,3.0,-10.0,-2.38,0.010000000000000009,-1.9100000000000001,0.040000000000000036,0.3400000000000001,-0.06,-0.08999999999999997,0.2,0,0,0,0.0,0.17956102117061024,-0.5,0.0,178.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
74.0,185.0,73.0,31.0,5.93,0.62,3.85,0.43,0.0,0.0,0.71,0.0,72.0,185.0,74.0,36.0,3.86,0.48,5.35,0.41,0.77,0.22,0.74,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,7,4,3,0.5714285714285714,0.5273898218322148,0.08333333333333333,0.0,46.142857142857146,1.0,2.0,0.0,-1.0,-5.0,2.07,0.14,-1.4999999999999996,0.020000000000000018,-0.77,-0.22,-0.030000000000000027,0.0,-7,-4,-3,0.07142857142857151,-0.055697524073320515,0.36571342353427916,0.2857142857142857,70.35714285714286,-0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
72.0,155.0,69.0,31.0,6.42,0.46,5.72,0.5,0.81,0.18,0.63,0.4,70.0,155.0,70.0,36.0,5.75,0.45,7.28,0.42,0.98,0.3,0.67,0.0,1,1,0,1.0,0.7450980392156863,0.4,1.0,427.0,1.0,3,0,3,0.0,0.3650793650793651,0.375,0.0,38.666666666666664,0.5714285714285714,2.0,0.0,-1.0,-5.0,0.6699999999999999,0.010000000000000009,-1.5600000000000005,0.08000000000000002,-0.16999999999999993,-0.12,-0.040000000000000036,0.4,-2,1,-3,1.0,0.3800186741363212,0.025000000000000022,1.0,388.3333333333333,0.4285714285714286,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70.0,155.0,72.0,30.0,6.36,0.45,6.0,0.63,0.34,0.2,0.86,0.0,72.0,155.0,74.0,31.0,4.1,0.46,4.28,0.54,2.46,0.3,0.7,0.1,11,7,4,0.6363636363636364,0.45923810391195874,0.23809523809523808,0.0,32.45454545454545,0.14285714285714285,9,5,4,0.5555555555555556,0.47459589978123123,0.3266098484848485,0.1111111111111111,134.66666666666666,0.4,-2.0,0.0,-2.0,-1.0,2.2600000000000007,-0.010000000000000009,1.7199999999999998,0.08999999999999997,-2.12,-0.09999999999999998,0.16000000000000003,-0.1,2,2,0,0.08080808080808077,-0.015357795869272495,-0.0885146103896104,-0.1111111111111111,-102.2121212121212,-0.2571428571428572,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
66.0,145.0,69.0,32.0,5.74,0.52,4.32,0.54,1.46,0.5,0.73,0.5,69.0,145.0,70.0,31.0,2.51,0.4,3.35,0.44,1.49,0.3,0.68,0.2,9,7,2,0.7777777777777778,0.4840522672453613,0.5989583333333333,0.4444444444444444,132.11111111111111,0.42857142857142855,1,1,0,1.0,0.4,0.0,0.0,1.0,1.0,-3.0,0.0,-1.0,1.0,3.2300000000000004,0.12,0.9700000000000002,0.10000000000000003,-0.030000000000000027,0.2,0.04999999999999993,0.3,8,6,2,-0.2222222222222222,0.0840522672453613,0.5989583333333333,0.4444444444444444,131.11111111111111,-0.5714285714285714,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67.0,125.0,66.0,39.0,3.37,0.44,2.65,0.57,3.71,0.47,0.59,1.1,68.0,125.0,72.0,30.0,4.43,0.5,2.35,0.62,0.67,0.35,0.72,0.5,19,8,11,0.42105263157894735,0.49138659068846163,0.5422121737911212,0.8421052631578947,240.6315789473684,0.125,5,3,2,0.6,0.556970531204511,1.0,0.4,75.4,0.3333333333333333,-1.0,0.0,-6.0,9.0,-1.0599999999999996,-0.06,0.2999999999999998,-0.050000000000000044,3.04,0.12,-0.13,0.6000000000000001,14,5,9,-0.17894736842105263,-0.06558394051604938,-0.4577878262088788,0.44210526315789467,165.2315789473684,-0.20833333333333331,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63.0,115.0,65.0,40.0,2.97,0.43,4.23,0.52,1.02,0.36,0.9,0.3,65.0,115.0,67.0,27.0,2.87,0.47,3.4,0.5,2.73,0.35,0.33,0.0,7,2,5,0.2857142857142857,0.42476417047553516,0.26904761904761904,0.2857142857142857,142.28571428571428,0.0,1,1,0,1.0,0.2727272727272727,1.0,0.0,6.0,1.0,-2.0,0.0,-2.0,13.0,0.10000000000000009,-0.03999999999999998,0.8300000000000005,0.020000000000000018,-1.71,0.010000000000000009,0.5700000000000001,0.3,6,1,5,-0.7142857142857143,0.15203689774826246,-0.730952380952381,0.2857142857142857,136.28571428571428,-1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.0,135.0,67.0,34.0,4.4,0.57,2.65,0.63,0.3,0.3,0.67,0.1,68.0,135.0,67.0,28.0,4.42,0.43,3.94,0.55,0.78,0.39,0.73,0.1,10,8,2,0.8,0.563728140010513,0.375,0.0,38.2,0.375,11,9,2,0.8181818181818182,0.40937300015055916,0.6,0.18181818181818182,74.63636363636364,0.6666666666666666,1.0,0.0,0.0,6.0,-0.019999999999999574,0.13999999999999996,-1.29,0.07999999999999996,-0.48000000000000004,-0.09000000000000002,-0.05999999999999994,0.0,-1,-1,0,-0.018181818181818188,0.1543551398599538,-0.22499999999999998,-0.18181818181818182,-36.43636363636364,-0.29166666666666663,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.0,170.0,75.0,32.0,6.61,0.51,6.49,0.5,0.69,0.4,1.0,0.3,72.0,170.0,71.0,36.0,4.49,0.46,5.82,0.51,0.42,0.3,0.73,0.0,1,1,0,1.0,0.5,1.0,1.0,45.0,1.0,8,5,3,0.625,0.5471935423214254,0.6666666666666666,0.0,17.375,0.6,2.0,0.0,4.0,-4.0,2.12,0.04999999999999999,0.6699999999999999,-0.010000000000000009,0.26999999999999996,0.10000000000000003,0.27,0.3,-7,-4,-3,0.375,-0.047193542321425364,0.33333333333333337,1.0,27.625,0.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
76.0,205.0,76.0,37.0,3.19,0.49,5.04,0.44,0.44,0.22,0.5,0.6,73.0,205.0,76.0,36.0,3.88,0.4,4.33,0.49,0.0,0.0,0.58,0.1,20,12,8,0.6,0.4995609203988245,0.2358974358974359,0.35,47.75,0.8333333333333334,13,8,5,0.6153846153846154,0.4850922370533847,0.45454545454545453,0.0,10.076923076923077,0.75,3.0,0.0,0.0,1.0,-0.69,0.08999999999999997,0.71,-0.04999999999999999,0.44,0.22,-0.07999999999999996,0.5,7,4,3,-0.015384615384615441,0.01446868334543977,-0.21864801864801864,0.35,37.67307692307692,0.08333333333333337,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66.0,125.0,66.0,36.0,5.96,0.39,7.39,0.55,0.0,0.0,1.0,0.0,67.0,125.0,66.0,30.0,3.38,0.41,3.14,0.55,1.5,0.31,0.47,1.8,2,0,2,0.0,0.4583333333333333,0.4490467568676125,0.0,0.0,0.5714285714285714,1,1,0,1.0,0.4175824175824176,0.3333333333333333,3.0,107.0,1.0,-1.0,0.0,0.0,6.0,2.58,-0.019999999999999962,4.25,0.0,-1.5,-0.31,0.53,-1.8,1,-1,2,-1.0,0.04075091575091572,0.11571342353427916,-3.0,-107.0,-0.4285714285714286,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70.0,145.0,71.0,29.0,4.38,0.49,2.97,0.54,2.0,0.4,0.58,1.1,72.0,145.0,75.0,33.0,5.39,0.49,2.12,0.59,0.86,0.4,0.88,0.4,2,1,1,0.5,0.4572727272727273,0.375,0.5,83.0,0.0,5,3,2,0.6,0.5369702102408869,0.8,0.2,87.0,1.0,-2.0,0.0,-4.0,-4.0,-1.0099999999999998,0.0,0.8500000000000001,-0.04999999999999993,1.1400000000000001,0.0,-0.30000000000000004,0.7000000000000001,-3,-2,-1,-0.09999999999999998,-0.0796974829681596,-0.42500000000000004,0.3,-4.0,-1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68.0,125.0,67.0,32.0,3.83,0.45,3.5,0.5,1.56,0.21,0.65,0.2,67.0,125.0,70.0,26.0,2.94,0.6,2.44,0.47,3.12,0.46,0.45,1.6,3,2,1,0.6666666666666666,0.45157058731267735,0.25396825396825395,0.0,40.666666666666664,0.0,4,4,0,1.0,0.7620837017388742,0.5604166666666667,2.0,404.5,0.5,1.0,0.0,-3.0,6.0,0.8900000000000001,-0.14999999999999997,1.06,0.030000000000000027,-1.56,-0.25,0.2,-1.4000000000000001,-1,-2,1,-0.33333333333333337,-0.31051311442619683,-0.3064484126984127,-2.0,-363.8333333333333,-0.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73.0,185.0,78.0,36.0,2.08,0.48,2.46,0.51,3.98,0.48,0.35,1.1,70.0,185.0,73.0,35.0,4.64,0.51,3.82,0.51,1.69,0.42,0.54,0.8,7,5,2,0.7142857142857143,0.5038526949241235,0.48253968253968255,1.0,180.85714285714286,0.6,9,7,2,0.7777777777777778,0.5259448788018728,0.3904761904761905,0.8888888888888888,208.44444444444446,0.42857142857142855,3.0,0.0,5.0,1.0,-2.5599999999999996,-0.030000000000000027,-1.3599999999999999,0.0,2.29,0.06,-0.19000000000000006,0.30000000000000004,-2,-2,0,-0.06349206349206349,-0.02209218387774925,0.09206349206349207,0.11111111111111116,-27.587301587301596,0.17142857142857143,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
66.0,135.0,68.0,37.0,2.2,0.46,2.48,0.52,2.48,0.42,0.5,0.6,66.0,135.0,67.0,25.0,2.99,0.52,2.93,0.63,2.17,0.47,0.85,1.2,6,3,3,0.5,0.5291964979464979,0.5904761904761904,0.3333333333333333,146.5,1.0,1,1,0,1.0,0.6,0.45454545454545453,0.0,26.0,1.0,0.0,0.0,1.0,12.0,-0.79,-0.06,-0.4500000000000002,-0.10999999999999999,0.31000000000000005,-0.04999999999999999,-0.35,-0.6,5,2,3,-0.5,-0.07080350205350205,0.13593073593073585,0.3333333333333333,120.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77.0,255.0,78.0,32.0,7.63,0.67,3.62,0.56,2.62,0.8,1.0,1.3,75.0,257.0,84.0,33.0,4.43,0.44,3.62,0.55,0.48,0.25,0.75,0.0,7,6,1,0.8571428571428571,0.6955274441320952,1.0,0.2857142857142857,41.57142857142857,1.0,7,6,1,0.8571428571428571,0.5169574127881387,0.0,0.0,7.571428571428571,1.0,2.0,-2.0,-6.0,-1.0,3.2,0.23000000000000004,0.0,0.010000000000000009,2.14,0.55,0.25,1.3,0,0,0,0.0,0.17857003134395655,1.0,0.2857142857142857,34.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
61.0,115.0,58.0,35.0,2.91,0.37,3.36,0.55,3.02,0.26,0.66,0.6,62.0,115.0,62.0,30.0,4.57,0.4,6.47,0.59,0.5,0.14,0.8,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-1.0,0.0,-4.0,5.0,-1.6600000000000001,-0.030000000000000027,-3.11,-0.039999999999999925,2.52,0.12,-0.14,0.6,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
68.0,145.0,70.0,35.0,1.69,0.59,1.09,0.5,4.48,0.5,0.5,1.5,71.0,145.0,72.0,31.0,3.83,0.47,4.56,0.45,0.88,0.5,0.68,1.4,6,5,1,0.8333333333333334,0.5052910052910052,0.3202020202020202,1.1666666666666667,353.1666666666667,0.4,2,1,1,0.5,0.26811594202898553,0.45454545454545453,3.5,20.5,1.0,-3.0,0.0,-2.0,4.0,-2.14,0.12,-3.4699999999999998,0.04999999999999999,3.6000000000000005,0.0,-0.18000000000000005,0.10000000000000009,4,4,0,0.33333333333333337,0.2371750632620197,-0.13434343434343432,-2.333333333333333,332.6666666666667,-0.6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75.0,205.0,80.0,33.0,5.69,0.55,5.6,0.45,0.51,0.6,0.68,0.2,76.0,205.0,79.0,38.0,5.16,0.62,3.5,0.53,0.11,0.5,0.79,0.2,3,3,0,1.0,0.5345323729224399,1.0,0.3333333333333333,122.0,1.0,6,5,1,0.8333333333333334,0.626070175710994,1.0,0.16666666666666666,20.166666666666668,0.6,-1.0,0.0,1.0,-5.0,0.5300000000000002,-0.06999999999999995,2.0999999999999996,-0.08000000000000002,0.4,0.09999999999999998,-0.10999999999999999,0.0,-3,-2,-1,0.16666666666666663,-0.09153780278855406,0.0,0.16666666666666666,101.83333333333333,0.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68.0,125.0,68.0,30.0,4.0,0.45,3.79,0.52,1.15,0.27,0.62,0.4,64.0,125.0,67.0,30.0,3.64,0.44,3.57,0.57,0.46,0.16,0.83,0.5,1,1,0,1.0,0.38571428571428573,0.75,1.0,89.0,0.0,2,1,1,0.5,0.4768611670020121,0.45454545454545453,0.0,25.0,1.0,4.0,0.0,1.0,0.0,0.3599999999999999,0.010000000000000009,0.2200000000000002,-0.04999999999999993,0.69,0.11000000000000001,-0.20999999999999996,-0.09999999999999998,-1,0,-1,0.5,-0.09114688128772636,0.29545454545454547,1.0,64.0,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
71.0,155.0,73.0,30.0,5.62,0.58,4.09,0.42,4.19,0.35,0.72,1.8,69.0,155.0,71.0,35.0,3.3,0.39,3.76,0.56,2.34,0.41,0.4,0.8,5,4,1,0.8,0.5656905646457886,0.5168253968253967,0.8,230.6,1.0,8,5,3,0.625,0.4125423247659531,0.21978021978021978,0.25,69.25,0.6,2.0,0.0,2.0,-5.0,2.3200000000000003,0.18999999999999995,0.33000000000000007,-0.14000000000000007,1.8500000000000005,-0.06,0.31999999999999995,1.0,-3,-1,-2,0.17500000000000004,0.1531482398798355,0.29704517704517697,0.55,161.35,0.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
61.0,115.0,62.0,34.0,6.37,0.48,5.58,0.54,2.1,0.54,0.75,0.3,64.0,115.0,63.0,32.0,3.47,0.41,3.93,0.51,0.93,0.18,0.37,1.1,25,15,10,0.6,0.5133703866842343,0.5479497354497354,0.24,139.2,0.5333333333333333,11,8,3,0.7272727272727273,0.4226735357741555,0.1452020202020202,1.3636363636363635,254.27272727272728,0.5,-3.0,0.0,-1.0,2.0,2.9,0.07,1.65,0.030000000000000027,1.17,0.36000000000000004,0.38,-0.8,14,7,7,-0.12727272727272732,0.09069685091007879,0.40274771524771513,-1.1236363636363635,-115.07272727272729,0.033333333333333326,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
62.0,115.0,61.0,32.0,4.51,0.49,4.03,0.62,2.96,0.41,0.81,0.9,61.0,115.0,61.0,31.0,4.18,0.36,5.19,0.57,2.69,0.37,0.78,0.1,9,6,3,0.6666666666666666,0.5729900641113416,0.487037037037037,1.1111111111111112,288.0,0.3333333333333333,5,4,1,0.8,0.416865985359136,0.42590909090909096,0.2,264.2,0.25,1.0,0.0,0.0,1.0,0.33000000000000007,0.13,-1.1600000000000001,0.050000000000000044,0.27,0.03999999999999998,0.030000000000000027,0.8,4,2,2,-0.13333333333333341,0.15612407875220558,0.06112794612794603,0.9111111111111112,23.80000000000001,0.08333333333333331,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
74.0,155.0,73.0,32.0,2.84,0.43,3.1,0.52,1.18,0.26,0.5,0.7,67.0,155.0,66.0,33.0,5.21,0.46,4.69,0.53,3.38,0.52,0.5,0.5,7,4,3,0.5714285714285714,0.4579752930001848,0.375,0.5714285714285714,162.57142857142858,0.5,2,2,0,1.0,0.5444444444444445,0.875,0.5,312.0,0.5,7.0,0.0,7.0,-1.0,-2.37,-0.030000000000000027,-1.5900000000000003,-0.010000000000000009,-2.2,-0.26,0.0,0.19999999999999996,5,2,3,-0.4285714285714286,-0.0864691514442597,-0.5,0.0714285714285714,-149.42857142857142,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69.0,135.0,73.0,38.0,3.13,0.47,3.32,0.54,1.97,0.5,0.68,0.8,66.0,135.0,71.0,34.0,4.42,0.5,4.94,0.53,1.68,0.37,0.73,0.1,11,8,3,0.7272727272727273,0.4691841404042412,0.6587301587301587,0.8181818181818182,258.45454545454544,0.5,5,3,2,0.6,0.5093516310142782,0.25,0.2,100.0,0.6666666666666666,3.0,0.0,2.0,4.0,-1.29,-0.030000000000000027,-1.6200000000000006,0.010000000000000009,0.29000000000000004,0.13,-0.04999999999999993,0.7000000000000001,6,5,1,0.12727272727272732,-0.04016749061003694,0.4087301587301587,0.6181818181818182,158.45454545454544,-0.16666666666666663,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70.0,145.0,74.0,36.0,5.1,0.49,3.92,0.57,2.59,0.53,0.81,0.3,69.0,145.0,70.0,28.0,4.21,0.43,4.82,0.48,0.63,0.27,0.75,0.2,5,2,3,0.4,0.4926580519600948,0.38690476190476186,0.2,212.4,0.0,1,0,1,0.0,0.3620689655172414,0.0,0.0,150.0,0.5714285714285714,1.0,0.0,4.0,8.0,0.8899999999999997,0.06,-0.9000000000000004,0.08999999999999997,1.96,0.26,0.06000000000000005,0.09999999999999998,4,2,2,0.4,0.13058908644285344,0.38690476190476186,0.2,62.400000000000006,-0.5714285714285714,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
65.0,125.0,68.0,28.0,3.96,0.44,5.64,0.49,0.0,0.0,0.7,0.0,65.0,125.0,65.0,24.0,8.84,0.56,6.39,0.57,0.84,0.63,0.81,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,1,0,1.0,0.5128205128205128,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,-4.88,-0.12000000000000005,-0.75,-0.07999999999999996,-0.84,-0.63,-0.1100000000000001,0.0,-1,-1,0,-0.3571428571428571,-0.041128215061618456,0.4490467568676125,0.2857142857142857,115.5,0.5714285714285714,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69.0,155.0,68.0,37.0,5.64,0.53,4.14,0.55,1.78,0.32,0.6,0.0,68.0,155.0,72.0,41.0,3.56,0.49,3.97,0.52,2.86,0.66,0.62,0.0,12,7,5,0.5833333333333334,0.5710491641822394,0.3829365079365079,0.0,285.4166666666667,0.14285714285714285,5,4,1,0.8,0.4951867816091954,0.5416666666666666,0.0,184.0,0.25,1.0,0.0,-4.0,-4.0,2.0799999999999996,0.040000000000000036,0.16999999999999948,0.030000000000000027,-1.0799999999999998,-0.34,-0.020000000000000018,0.0,7,3,4,-0.21666666666666667,0.07586238257304401,-0.15873015873015872,0.0,101.41666666666669,-0.10714285714285715,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72.0,170.0,79.0,26.0,5.68,0.49,3.26,0.53,1.04,0.41,0.89,0.0,71.0,170.0,73.0,31.0,3.34,0.43,2.62,0.6,1.44,0.41,0.64,0.8,3,3,0,1.0,0.5359136278212356,0.3333333333333333,0.0,34.666666666666664,0.6666666666666666,18,12,6,0.6666666666666666,0.4499478850140284,0.4088023088023088,0.5,181.33333333333334,0.5833333333333334,1.0,0.0,6.0,-5.0,2.34,0.06,0.6399999999999997,-0.06999999999999995,-0.3999999999999999,0.0,0.25,-0.8,-15,-9,-6,0.33333333333333337,0.08596574280720726,-0.07546897546897546,-0.5,-146.66666666666669,0.08333333333333326,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
70.0,135.0,70.0,27.0,6.62,0.56,3.41,0.46,0.78,0.44,0.77,0.2,69.0,135.0,74.0,30.0,0.73,0.33,2.89,0.45,1.16,0.2,0.33,0.6,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,0,1,0.0,0.3181818181818182,0.45454545454545453,1.0,75.0,0.5714285714285714,1.0,0.0,-4.0,-3.0,5.890000000000001,0.23000000000000004,0.52,0.010000000000000009,-0.3799999999999999,0.24,0.44,-0.39999999999999997,-1,0,-1,0.6428571428571429,0.15351047957707614,-0.005498697677842057,-0.7142857142857143,41.5,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69.0,145.0,71.0,30.0,2.21,0.57,1.59,0.58,3.15,0.34,0.3,1.1,73.0,155.0,74.0,26.0,4.51,0.49,2.98,0.39,2.49,0.33,0.55,2.1,6,4,2,0.6666666666666666,0.6562961548255666,0.21428571428571427,0.5,157.83333333333334,0.75,7,4,3,0.5714285714285714,0.4887160161288004,0.19710884353741495,1.4285714285714286,178.0,0.75,-4.0,-10.0,-3.0,4.0,-2.3,0.07999999999999996,-1.39,0.18999999999999995,0.6599999999999997,0.010000000000000009,-0.25000000000000006,-1.0,-1,0,-1,0.09523809523809523,0.1675801386967662,0.017176870748299322,-0.9285714285714286,-20.166666666666657,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72.0,145.0,71.0,33.0,5.12,0.54,3.32,0.54,5.02,0.5,0.55,0.8,68.0,145.0,72.0,31.0,2.43,0.51,2.32,0.44,3.38,0.67,0.47,1.1,6,5,1,0.8333333333333334,0.4970112679323206,0.5890909090909091,0.6666666666666666,285.8333333333333,0.6,4,3,1,0.75,0.5794871794871794,0.8333333333333334,0.25,128.5,1.0,4.0,0.0,-1.0,2.0,2.69,0.030000000000000027,1.0,0.10000000000000003,1.6399999999999997,-0.17000000000000004,0.08000000000000007,-0.30000000000000004,2,2,0,0.08333333333333337,-0.08247591155485884,-0.24424242424242426,0.41666666666666663,157.33333333333331,-0.4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75.0,205.0,76.0,38.0,2.5,0.45,3.04,0.43,1.43,0.18,0.35,1.3,74.0,185.0,75.0,30.0,3.59,0.53,3.62,0.47,1.56,0.42,0.56,1.1,15,9,6,0.6,0.5182844179652706,0.36744505494505497,0.8666666666666667,76.66666666666667,1.0,12,10,2,0.8333333333333334,0.5556637178631753,0.4666666666666666,0.9166666666666666,147.58333333333334,0.7,1.0,20.0,1.0,8.0,-1.0899999999999999,-0.08000000000000002,-0.5800000000000001,-0.03999999999999998,-0.13000000000000012,-0.24,-0.21000000000000008,0.19999999999999996,3,-1,4,-0.2333333333333334,-0.03737929989790467,-0.09922161172161165,-0.04999999999999993,-70.91666666666667,0.30000000000000004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66.0,135.0,64.0,39.0,3.11,0.46,2.76,0.53,0.68,0.3,0.38,0.5,72.0,125.0,71.0,30.0,2.27,0.57,1.61,0.53,0.69,0.6,0.41,0.7,2,1,1,0.5,0.394055944055944,0.0,1.0,40.0,1.0,1,0,1,0.0,0.6666666666666666,0.45454545454545453,0.0,0.0,0.5714285714285714,-6.0,10.0,-7.0,9.0,0.8399999999999999,-0.10999999999999993,1.1499999999999997,0.0,-0.009999999999999898,-0.3,-0.02999999999999997,-0.19999999999999996,1,1,0,0.5,-0.2726107226107226,-0.45454545454545453,1.0,40.0,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.0,170.0,74.0,28.0,2.78,0.5,2.7,0.51,8.77,0.59,0.4,0.5,73.0,170.0,71.0,32.0,5.59,0.6,3.42,0.56,0.34,0.5,0.55,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,4,3,1,0.75,0.586328596911809,1.0,0.0,20.0,1.0,-3.0,0.0,3.0,-4.0,-2.81,-0.09999999999999998,-0.7199999999999998,-0.050000000000000044,8.43,0.08999999999999997,-0.15000000000000002,0.5,-4,-3,-1,-0.1071428571428571,-0.11463629915291473,-0.5509532431323876,0.2857142857142857,96.5,-0.4285714285714286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
73.0,185.0,77.0,37.0,3.61,0.41,5.23,0.38,0.96,0.42,0.72,0.0,74.0,185.0,79.0,30.0,4.6,0.58,2.97,0.51,0.4,0.2,0.69,0.0,4,1,3,0.25,0.3702038947266943,0.0,0.0,15.25,1.0,2,1,1,0.5,0.5632318501170961,0.0,0.0,53.5,1.0,-1.0,0.0,-2.0,7.0,-0.9899999999999998,-0.16999999999999998,2.2600000000000002,-0.13,0.5599999999999999,0.21999999999999997,0.030000000000000027,0.0,2,0,2,-0.25,-0.1930279553904018,0.0,0.0,-38.25,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
