height_in_a,weight_lb_a,reach_in_a,age_a,slpm_a,str_acc_dec_a,sapm_a,str_def_dec_a,td_avg_a,td_acc_dec_a,td_def_dec_a,sub_avg_a,height_in_b,weight_lb_b,reach_in_b,age_b,slpm_b,str_acc_dec_b,sapm_b,str_def_dec_b,td_avg_b,td_acc_dec_b,td_def_dec_b,sub_avg_b,hist_fights_a,hist_wins_a,hist_losses_a,hist_win_rate_a,hist_strike_acc_a,hist_td_acc_a,hist_sub_avg_a,hist_ctrl_avg_a,hist_finish_rate_a,hist_fights_b,hist_wins_b,hist_losses_b,hist_win_rate_b,hist_strike_acc_b,hist_td_acc_b,hist_sub_avg_b,hist_ctrl_avg_b,hist_finish_rate_b,height_in_diff,weight_lb_diff,reach_in_diff,age_diff,slpm_diff,str_acc_dec_diff,sapm_diff,str_def_dec_diff,td_avg_diff,td_acc_dec_diff,td_def_dec_diff,sub_avg_diff,hist_fights_diff,hist_wins_diff,hist_losses_diff,hist_win_rate_diff,hist_strike_acc_diff,hist_td_acc_diff,hist_sub_avg_diff,hist_ctrl_avg_diff,hist_finish_rate_diff,stance_a_Orthodox,stance_a_Sideways,stance_a_Southpaw,stance_a_Switch,stance_a_Unknown,stance_b_Orthodox,stance_b_Sideways,stance_b_Southpaw,stance_b_Switch,stance_b_Unknown,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Other,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,target
76.0,265.0,78.0,48.0,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0,75.0,240.0,77.0,47.0,3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,1,0,1.0,0.5,1.0,2.0,13.0,1.0,1.0,25.0,1.0,1.0,-1.9699999999999998,0.06,-2.0700000000000003,0.040000000000000036,1.9299999999999997,0.040000000000000036,-0.36,0.8,-1,-1,0,-0.3571428571428571,-0.02830770224110568,-0.5509532431323876,-1.7142857142857144,103.5,-0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
67.0,155.0,74.0,50.0,0.84,1.0,1.68,0.68,0.0,0.0,0.5,0.0,72.0,170.0,70.0,51.0,1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,1,0,1.0,0.5833333333333334,1.0,0.0,596.0,0.0,-5.0,-15.0,4.0,-1.0,-0.28000000000000014,0.48,0.10999999999999988,0.2700000000000001,-2.25,-0.42,0.09999999999999998,-1.5,-1,-1,0,-0.3571428571428571,-0.11164103557443905,-0.5509532431323876,0.2857142857142857,-479.5,0.5714285714285714,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67.0,145.0,70.0,51.0,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,69.0,155.0,72.0,50.0,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,4,4,0,1.0,0.31682616686540493,1.0,0.5,166.5,0.5,1,1,0,1.0,0.4731491988522903,0.45454545454545453,1.0,0.0,1.0,-2.0,-10.0,-2.0,1.0,1.0,-0.07,1.17,0.13000000000000006,-1.57,0.030000000000000027,0.38,-1.8,3,3,0,0.0,-0.15632303198688535,0.5454545454545454,-0.5,166.5,-0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
75.0,205.0,74.0,51.0,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,72.0,205.0,74.0,55.0,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,9,7,2,0.7777777777777778,0.5888808038492706,0.8680776014109347,0.2222222222222222,263.44444444444446,0.8571428571428571,1,1,0,1.0,0.6071428571428571,1.0,0.0,854.0,0.0,3.0,0.0,0.0,-4.0,0.69,0.020000000000000018,1.2599999999999998,0.010000000000000009,-0.7799999999999998,-0.11000000000000004,-0.15999999999999992,0.5,8,6,2,-0.2222222222222222,-0.018262053293586544,-0.1319223985890653,0.2222222222222222,-590.5555555555555,0.8571428571428571,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74.0,205.0,76.0,56.0,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,74.0,183.0,76.0,59.0,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2,5,4,1,0.8,0.5158256029684601,1.0,0.0,44.8,0.5,1,1,0,1.0,0.5238095238095238,1.0,1.0,290.0,1.0,0.0,22.0,0.0,-3.0,1.6400000000000001,0.02999999999999997,0.81,-0.039999999999999925,-2.02,0.42,0.27,-1.2,4,3,1,-0.19999999999999996,-0.007983920841063696,0.0,-1.0,-245.2,-0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
66.0,170.0,68.0,51.0,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,69.0,155.0,73.0,49.0,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,1,0,1,0.0,0.4,0.15384615384615385,3.0,273.0,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-3.0,15.0,-5.0,2.0,-0.9300000000000002,-0.02999999999999997,0.30000000000000027,-0.2,1.2899999999999998,-0.33,-0.30999999999999994,0.20000000000000007,1,0,1,-0.6666666666666666,-0.07314919885229026,-0.3006993006993007,2.7142857142857144,156.88888888888889,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
69.0,170.0,75.0,60.0,0.6,0.45,2.22,0.44,3.33,0.45,0.5,0.0,70.0,170.0,75.0,51.0,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,1,0,1.0,0.37373737373737376,0.45454545454545453,1.0,585.0,0.0,-1.0,0.0,0.0,9.0,-1.2400000000000002,0.010000000000000009,0.2300000000000002,0.020000000000000018,2.87,-0.04999999999999999,-0.06999999999999995,-2.5,-1,-1,0,-0.3571428571428571,0.09795492402152056,-0.005498697677842057,-0.7142857142857143,-468.5,0.5714285714285714,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68.0,155.0,71.0,55.0,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9,69.0,155.0,71.0,49.0,1.85,0.37,2.6,0.59,1.38,0.52,0.76,1.2,6,3,3,0.5,0.3875291375291375,0.6458333333333333,1.0,35.333333333333336,1.0,1,0,1,0.0,0.2,1.0,0.0,126.0,0.5714285714285714,-1.0,0.0,0.0,6.0,-0.1200000000000001,0.09999999999999998,-0.10999999999999988,-0.16999999999999998,1.5,-0.12,-0.26,1.7,5,3,2,0.5,0.18752913752913747,-0.35416666666666674,1.0,-90.66666666666666,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73.0,205.0,75.0,62.0,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,73.0,241.0,78.0,51.0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,5,5,0,1.0,0.7857265985302487,1.0,0.8,35.4,0.8,7,6,1,0.8571428571428571,0.37161697249072523,0.45454545454545453,0.0,2.857142857142857,0.8333333333333334,0.0,-36.0,-3.0,11.0,0.9200000000000002,0.22999999999999993,-1.49,0.08999999999999997,2.5199999999999996,0.18,-0.20000000000000007,0.5,-2,-1,-1,0.1428571428571429,0.4141096260395235,0.5454545454545454,0.8,32.542857142857144,-0.033333333333333326,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
68.0,185.0,75.0,59.0,2.19,0.33,3.44,0.32,1.91,0.71,0.16,2.3,72.0,170.0,74.0,49.0,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2,4,2,2,0.5,0.4220669427191166,0.0,0.5,44.0,1.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-4.0,15.0,1.0,10.0,0.16999999999999993,-0.15999999999999998,2.24,-0.29,-1.8300000000000003,0.32999999999999996,-0.15,1.0999999999999999,4,2,2,-0.16666666666666663,-0.05108225613317369,-0.45454545454545453,0.2142857142857143,-72.11111111111111,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70.0,170.0,74.0,53.0,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0,66.0,170.0,68.0,51.0,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,2,2,0,1.0,0.5113636363636364,0.6666666666666667,0.0,264.5,0.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,4.0,0.0,6.0,2.0,-0.3599999999999999,-0.030000000000000027,-0.3200000000000003,0.009999999999999953,-1.2999999999999998,0.46,0.37,-0.9,2,2,0,0.33333333333333337,0.03821443751134607,0.2121212121212122,-0.2857142857142857,148.38888888888889,-0.5714285714285714,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
70.0,205.0,76.0,54.0,1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8,74.0,205.0,76.0,56.0,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,5,3,2,0.6,0.4047525057275415,0.809090909090909,1.0,360.6,0.0,4,3,1,0.75,0.4947820037105751,1.0,0.0,55.5,0.3333333333333333,-4.0,0.0,0.0,-2.0,-1.7100000000000002,0.19000000000000006,-1.5899999999999999,0.009999999999999898,1.56,-0.18999999999999995,-0.51,0.8,1,0,1,-0.15000000000000002,-0.09002949798303361,-0.19090909090909103,1.0,305.1,-0.3333333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72.0,170.0,70.0,51.0,1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5,69.0,170.0,74.0,55.0,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0,2,2,0,1.0,0.45833333333333337,1.0,1.0,314.0,0.5,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,3.0,0.0,-4.0,-4.0,0.5900000000000001,0.14,0.51,-0.030000000000000027,1.87,-0.08000000000000002,-0.16000000000000003,1.5,2,2,0,0.33333333333333337,-0.014815865518956917,0.5454545454545454,0.7142857142857143,197.88888888888889,-0.0714285714285714,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75.0,235.0,78.0,50.0,0.61,0.62,2.77,0.4,1.84,0.4,0.16,0.9,82.0,265.0,78.0,52.0,1.2,0.5,1.31,0.53,0.0,0.0,0.47,1.1,5,3,2,0.6,0.41658374792703157,1.0,1.0,13.6,1.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-7.0,-30.0,0.0,-2.0,-0.59,0.12,1.46,-0.13,1.84,0.4,-0.30999999999999994,-0.20000000000000007,5,3,2,-0.06666666666666665,-0.05656545092525872,0.5454545454545454,0.7142857142857143,-102.51111111111112,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71.0,170.0,74.0,52.0,1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7,72.0,170.0,70.0,51.0,1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-1.0,0.0,4.0,1.0,-0.1200000000000001,-0.25,1.6899999999999997,-0.04999999999999999,-1.4100000000000001,-0.019999999999999962,-0.24000000000000002,0.19999999999999996,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70.0,170.0,74.0,58.0,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0,69.0,170.0,74.0,49.0,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9,7,7,0,1.0,0.4878993851061551,0.7777777777777778,0.7142857142857143,94.71428571428571,0.5714285714285714,2,1,1,0.5,0.8125,0.8333333333333333,2.0,0.0,1.0,1.0,0.0,0.0,9.0,1.1400000000000001,0.040000000000000036,0.10999999999999988,0.19,-0.5100000000000002,0.30000000000000004,0.11000000000000004,0.09999999999999998,5,6,-1,0.5,-0.3246006148938449,-0.05555555555555547,-1.2857142857142856,94.71428571428571,-0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69.0,155.0,70.0,47.0,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,71.0,155.0,71.0,49.0,0.61,0.42,4.44,0.31,0.0,0.0,0.0,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-2.0,0.0,-1.0,-2.0,2.15,0.06,-1.2400000000000002,0.25000000000000006,1.19,0.55,0.74,0.5,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
70.0,170.0,74.0,58.0,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0,72.0,170.0,74.0,49.0,0.3,0.46,1.93,0.38,0.0,0.0,0.1,0.3,6,6,0,1.0,0.4739778540524191,0.7037037037037037,0.5,66.66666666666667,0.5,2,2,0,1.0,0.5096153846153846,0.45454545454545453,0.5,428.0,0.5,-2.0,0.0,0.0,9.0,1.49,-0.010000000000000009,-0.27,0.25,1.96,1.0,0.44000000000000006,0.7,4,4,0,0.0,-0.03563753056296548,0.2491582491582492,0.0,-361.3333333333333,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71.0,183.0,75.0,50.0,1.14,0.42,2.57,0.51,0.76,0.41,0.37,0.5,75.0,205.0,74.0,51.0,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,1,1,0,1.0,0.6111111111111112,0.4490467568676125,0.0,257.0,1.0,6,4,2,0.6666666666666666,0.49657236139794275,0.8021164021164021,0.0,350.5,0.75,-4.0,-22.0,1.0,-1.0,-1.45,-0.040000000000000036,-0.31000000000000005,-0.08999999999999997,-1.7100000000000002,0.06,-0.17000000000000004,-0.09999999999999998,-5,-3,-2,0.33333333333333337,0.11453874971316841,-0.35306964524878964,0.0,-93.5,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71.0,205.0,75.0,58.0,0.0,0.0,3.13,0.25,0.0,0.0,0.0,0.0,72.0,185.0,74.0,55.0,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,2,0,2,0.0,0.5,0.0,0.5,6.0,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-1.0,20.0,1.0,3.0,-2.62,-0.5,1.5699999999999998,-0.27,-3.01,-0.48,-0.6,-1.3,2,0,2,-0.6666666666666666,0.026850801147709713,-0.45454545454545453,0.2142857142857143,-110.11111111111111,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75.0,205.0,74.0,51.0,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,72.0,185.0,74.0,55.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,7,5,2,0.7142857142857143,0.529529556522912,0.8303854875283446,0.2857142857142857,313.85714285714283,0.8,3,3,0,1.0,0.7224662162162163,1.0,1.6666666666666667,84.0,1.0,3.0,20.0,0.0,-4.0,-0.45999999999999996,-0.12999999999999995,0.23999999999999977,0.039999999999999925,-0.07999999999999963,-0.08000000000000002,0.29000000000000004,-0.7000000000000001,4,2,2,-0.2857142857142857,-0.1929366596933043,-0.16961451247165538,-1.380952380952381,229.85714285714283,-0.19999999999999996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
72.0,170.0,74.0,47.0,0.49,0.3,1.64,0.47,0.84,0.17,0.21,1.2,68.0,155.0,74.0,55.0,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9,2,0,2,0.0,0.2777777777777778,0.0,0.0,0.0,0.5714285714285714,3,1,2,0.3333333333333333,0.23232323232323235,0.5416666666666666,1.3333333333333333,15.0,1.0,4.0,15.0,0.0,-8.0,-1.24,-0.16999999999999998,-0.8500000000000003,0.04999999999999999,-2.04,-0.23,-0.29000000000000004,-1.7,-1,-1,0,-0.3333333333333333,0.04545454545454544,-0.5416666666666666,-1.3333333333333333,-15.0,-0.4285714285714286,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72.0,185.0,74.0,55.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,69.0,185.0,75.0,55.0,1.21,0.75,6.44,0.2,0.0,0.0,0.0,0.0,2,2,0,1.0,0.6836993243243243,1.0,2.5,0.0,1.0,1,1,0,1.0,0.6226415094339622,0.5,1.0,656.0,1.0,3.0,0.0,-1.0,0.0,1.8399999999999999,-0.16000000000000003,-3.8000000000000003,0.36000000000000004,2.55,0.43,0.25,1.3,1,1,0,0.0,0.061057814890362105,0.5,1.5,-656.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
74.0,205.0,76.0,56.0,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,69.0,247.0,74.0,55.0,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,3,2,1,0.6666666666666666,0.477891156462585,1.0,0.0,40.666666666666664,0.5,1,1,0,1.0,0.5,0.25,0.0,422.0,0.0,5.0,-42.0,2.0,1.0,2.0,0.04999999999999999,-0.16000000000000014,-0.029999999999999916,-0.6200000000000001,0.63,0.15000000000000002,-0.7,2,1,1,-0.33333333333333337,-0.02210884353741499,0.75,0.0,-381.3333333333333,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
69.0,155.0,72.0,50.0,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,69.0,170.0,73.0,52.0,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,2,2,0,1.0,0.6193824097049904,0.6111111111111112,0.0,124.5,0.5,0.0,-15.0,-1.0,-2.0,-1.02,-0.09000000000000002,0.5999999999999999,-0.10000000000000003,-1.1600000000000001,-0.2,-0.09999999999999998,0.9000000000000001,-2,-2,0,-0.3571428571428571,-0.14769011194609605,-0.1620643542434987,0.2857142857142857,-8.0,0.0714285714285714,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
67.0,145.0,70.0,51.0,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,67.0,155.0,70.0,50.0,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,3,3,0,1.0,0.2952084260495475,1.0,0.6666666666666666,148.0,0.6666666666666666,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,0.0,-10.0,0.0,1.0,0.2100000000000002,-0.12,1.23,0.06000000000000005,-1.73,0.020000000000000018,0.26,-0.2,3,3,0,0.33333333333333337,-0.17794077280274279,0.5454545454545454,0.38095238095238093,31.888888888888886,0.09523809523809523,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
68.0,155.0,74.0,55.0,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9,62.0,170.0,74.0,57.0,1.2,0.66,1.8,0.5,0.0,0.0,0.5,0.0,4,2,2,0.5,0.3409090909090909,0.6944444444444443,1.0,40.25,1.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,6.0,-15.0,0.0,-2.0,0.53,-0.19000000000000006,0.6900000000000002,-0.08000000000000002,2.88,0.4,0.0,2.9,4,2,2,-0.16666666666666663,-0.1322401079431994,0.23989898989898978,0.7142857142857143,-75.86111111111111,0.4285714285714286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
73.0,241.0,78.0,51.0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,75.0,250.0,78.0,48.0,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,6,5,1,0.8333333333333334,0.37347561519266775,0.4490467568676125,0.0,3.1666666666666665,0.8,1,1,0,1.0,0.7083333333333334,1.0,1.0,78.0,1.0,-2.0,-9.0,0.0,3.0,-1.2700000000000002,-0.15999999999999998,0.9100000000000001,-0.06999999999999995,-1.0,-0.27,0.22999999999999998,-1.4,5,4,1,-0.16666666666666663,-0.3348577181406656,-0.5509532431323876,-1.0,-74.83333333333333,-0.19999999999999996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66.0,155.0,67.0,52.0,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,70.0,170.0,74.0,49.0,2.78,0.46,2.94,0.58,0.41,0.5,0.61,0.0,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,0,1,0.0,0.38095238095238093,0.45454545454545453,0.0,127.0,0.5714285714285714,-4.0,-15.0,-7.0,3.0,-0.6099999999999999,-0.11000000000000004,-0.22999999999999998,-0.029999999999999916,3.6799999999999997,-0.03999999999999998,-0.04999999999999993,0.4,-1,0,-1,0.6428571428571429,0.09073991680651339,-0.005498697677842057,0.2857142857142857,-10.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
73.0,185.0,75.0,52.0,0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0,69.0,170.0,72.0,49.0,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,4.0,15.0,3.0,3.0,-2.08,0.22000000000000003,-0.73,-0.11000000000000004,-1.46,-0.47,-0.39999999999999997,-0.5,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73.0,185.0,74.0,50.0,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,75.0,205.0,77.0,55.0,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2,6,4,2,0.6666666666666666,0.5939710665981852,0.4761904761904762,0.8333333333333334,65.83333333333333,1.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-2.0,-20.0,-3.0,-5.0,0.06000000000000005,0.020000000000000018,-2.6099999999999994,0.020000000000000018,1.83,0.38,0.29,-0.09999999999999987,6,4,2,0.0,0.12082186774589493,0.02164502164502169,0.5476190476190477,-50.277777777777786,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82.0,265.0,72.0,49.0,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0,75.0,250.0,78.0,48.0,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,7.0,15.0,-6.0,1.0,-1.0,-0.21000000000000002,0.20000000000000018,0.020000000000000018,-0.61,-0.30000000000000004,0.2799999999999999,-1.4,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70.0,205.0,78.0,54.0,1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8,73.0,205.0,75.0,62.0,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,4,3,1,0.75,0.3085722111067953,0.7613636363636364,1.0,318.0,0.0,4,4,0,1.0,0.8114265408457377,1.0,0.75,0.0,0.75,-3.0,0.0,3.0,-8.0,-1.59,-0.029999999999999916,-0.4099999999999999,-0.020000000000000018,-0.7799999999999998,0.10000000000000003,-0.27999999999999997,0.30000000000000004,0,-1,1,-0.25,-0.5028543297389425,-0.23863636363636365,0.25,318.0,-0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73.0,205.0,75.0,50.0,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,74.0,221.0,78.0,64.0,0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,6,4,2,0.6666666666666666,0.7738267859591389,0.45454545454545453,0.5,60.0,0.5,-1.0,-16.0,-3.0,-14.0,1.82,-0.010000000000000009,1.06,-0.030000000000000027,1.5899999999999999,-0.08000000000000002,0.45,1.7000000000000002,-6,-4,-2,-0.023809523809523725,-0.3021344882002446,-0.005498697677842057,-0.2142857142857143,56.5,0.0714285714285714,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
75.0,205.0,78.0,51.0,3.49,0.42,5.71,0.57,0.0,0.0,0.0,0.0,75.0,240.0,77.0,47.0,3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,0.0,-35.0,1.0,4.0,-0.3299999999999996,-0.030000000000000027,2.4899999999999998,0.0,-0.37,-0.35,-0.76,-0.2,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
